שם הרשות,שנה,סמל הרשות,מחוז,מרחק מגבול מחוז תל אביב,שנת קבלת מעמד מוניציפלי,מספר חברי מועצה,רמה חברתית-כלכלית (10 הגבוה ביותר),"סה""כ אוכלוסייה בסוף (אלפים)",יהודים ואחרים (אחוז),ערבים (אחוז),"סה""כ גברים בסוף (אלפים)","סה""כ נשים בסוף (אלפים)",יחס תלות (אחוזים),ריבוי טבעי לאלף תושבים,"מאזן הגירה - סה""כ",אחוז עולי 1990+ מסך האוכלוסייה,אחוז גידול האוכלוסייה,"נכנסים מיישובים אחרים - סה""כ",נכנסים מיישובים אחרים - גברים,נכנסים מיישובים אחרים - נשים,נכנסים מיישובים אחרים - גיל 29-15,"יוצאים ליישובים אחרים - סה""כ",יוצאים ליישובים אחרים - גברים,יוצאים ליישובים אחרים - נשים,יוצאים ליישובים אחרים - גיל 29-15,"מקבלי דמי אבטלה - סה""כ (ממוצע חודשי)",מקבלי דמי אבטלה - גברים,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)","שכר חודשי ממוצע של שכיר במשך השנה (ש""ח)","שכר חודשי ממוצע של גברים שכירים במשך השנה (ש""ח)","שכר חודשי ממוצע של נשים שכירות במשך השנה (ש""ח)",אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של שכיר במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של גברים שכירים במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של נשים שכירות במשך השנה,מספר השכירים,אחוז השכירים המשתכרים עד שכר מינימום,מספר העצמאים,"הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)",אחוז שינוי ראלי של הכנסה חודשית ממוצעת של עצמאי במשך השנה,אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא)","בתי ספר - סה""כ -","כיתות - סה""כ","תלמידים - סה""כ","ממוצע תלמידים לכיתה - סה""כ",אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,"תקבולי מים (אלפי מ""ק)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","התחלה של הנחת צינורות מים (ק""מ)","התחלה של הנחת צינורות ביוב (ק""מ)","התחלה של הנחת צינורות תיעול (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","גמר של הנחת צינורות מים (ק""מ)","גמר של הנחת צינורות ביוב (ק""מ)","גמר של הנחת צינורות תיעול (ק""מ)","מכוניות פרטיות - סה""כ",גיל ממוצע של רכב פרטי (שנים),"תאונות דרכים עם נפגעים - שיעור ל-1,000 תושבים","תאונות דרכים עם נפגעים - שיעור ל-1,000 כלי רכב","מדד קומפקטיות אשכול (מ-1 עד 10, 1 הגבוה ביותר)",אשכול פריפריאליות,מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה- מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים - סך הכל (באחוזים),"אחוז התושבים בני 20 ומעלה המרגישים ""בטוח"" ו""בטוח מאוד"" ללכת בחשכה באזור המגורים",פונים לרשות המקומית (אחוזים),"סך כולל הכנסות של הרשות (אלפי ש""ח)",סך כולל הכנסות של הרשות - אחוז שינוי ראלי,"סה""כ הכנסות של הרשות מן התקציב הרגיל (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי","סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח)","סך כולל הוצאות של הרשות (אלפי ש""ח)",סך כולל הוצאות של הרשות - אחוז שינוי ראלי,"הוצאות של הרשות לפעולות (אלפי ש""ח)","הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)","הוצאות מימון של הרשות (אלפי ש""ח)","סה""כ הוצאות של הרשות בתקציב בלתי רגיל (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)","גירעון מצטבר בסוף שנה (אלפי ש""ח)","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה נוכחית","סה""כ שטח שיפוט בקמ""ר",מגורים - אחוז משטח השיפוט,חינוך והשכלה - אחוז משטח השיפוט,בריאות ורווחה - אחוז משטח השיפוט,שירותים ציבוריים - אחוז משטח השיפוט,"תרבות, פנאי, נופש וספורט - אחוז משטח השיפוט",מסחר - אחוז משטח השיפוט,תעשייה ותשתיות - אחוז משטח השיפוט,תחבורה - אחוז משטח השיפוט,מבנים חקלאיים - אחוז משטח השיפוט,שטח פתוח ציבורי - אחוז משטח השיפוט,יער וחורש - אחוז משטח השיפוט,"מטעים, פרדסים ועצי זית - אחוז משטח השיפוט",שדות מעובדים - אחוז משטח השיפוט,שטח פתוח אחר - אחוז משטח השיפוט,"צפיפות אוכלוסייה לשטח בנוי למגורים (נפשות לקמ""ר)"
גבעת שמואל,2020,0681,המרכז,0.6,2007,15,8,27249,99.8,-," 13,548 "," 13,701 ", 967 , 12.3 , 315 , 9.6 , 2.5 ," 1,475 ", 774 , 701 , 391 ," 1,212 ", 614 , 598 , 418 ,"1,208",515,39,144,"13,311","16,057","10,773",2.6,2.6,2.7,"11,980",31.8,"1,160","13,834",-4.2,36.6,0.4550,8,178,"5,162",29,88.5,86.0,"2,120",0.6,4.9,0.5,0.4,0.4,0.6,4.9,0.5,0.4,0.4,"9,197",7.0,0.6,1.4,3,10,,,,,,,,"246,226",,"186,614","55,551",,"59,612","249,942",,"60,154","1,773","1,139","78,923","15,595","15,595","35,758",,,,"1,305","1,060",97,,,,,,,,,,,,,,,,
גבעתיים,2020,6300,תל אביב,0.0,1959,17,9,61061,99.9,-," 29,098 "," 31,963 ", 727 , 8.9 , -265 , 8.5 , 0.7 ," 3,749 "," 1,900 "," 1,849 "," 1,275 "," 4,088 "," 1,985 "," 2,103 ", 818 ,"3,657","1,551",39,295,"14,053","16,970","11,393",3.3,3.0,3.5,"28,542",27.1,"3,601","13,301",0.3,33.7,0.4395,14,291,"8,298",29,94.0,87.6,"4,337",-,-,1.3,1.9,-,-,-,1.3,1.9,-,"20,312",6.9,1.1,2.8,2,10,,,,,,,,"557,756",,"457,094","143,185",,"100,662","513,307",,"78,645","8,870","1,892","58,002","1,789","1,789","-97,762",,,,"2,847","2,352",241,,,,,,,,,,,,,,,,
דימונה,2020,2200,הדרום,127.8,1969,15,4,35269,99.4,-," 17,522 "," 17,747 ", 813 , 11.4 , 47 , 15.6 , 1.4 , 932 , 461 , 471 , 258 , 922 , 470 , 452 , 260 ,"2,418",938,38,"2,853","9,563","12,207","6,704",1.5,0.8,2.1,"19,341",37.7,835,"9,706",2.5,46.5,0.4044,24,308,"6,792",22,81.3,68.2,"3,615",-,-,4.2,4.5,-,-,-,4.2,4.5,-,"11,601",7.2,0.1,0.4,6,3,,,,,,,,"411,517",,"323,196","178,423",,"88,321","404,376",,"74,133","12,888",703,"81,249",69,69,"-6,788",,,,"2,759","1,326",129,,,,,,,,,,,,,,,,
הוד השרון,2020,9700,המרכז,5.2,1990,17,9,64489,99.9,-," 31,360 "," 33,129 ", 878 , 8.5 , 993 , 7.1 , 2.1 ," 2,869 "," 1,386 "," 1,483 ", 467 ," 2,000 ", 996 ," 1,004 ", 589 ,"3,485","1,419",40,364,"13,868","17,296","10,679",2.1,1.8,2.3,"28,596",31.2,"3,632","13,441",2.0,33.7,0.4851,27,432,"12,355",29,90.8,85.7,"6,204",-,-,12.5,6.5,0.8,-,-,12.5,6.5,0.8,"26,933",6.6,0.6,1.2,7,8,,,,,,,,"745,664",,"561,120","189,625",,"184,544","678,217",,"143,287","34,585","1,276","117,224",127,127,"-18,825",,,,"8,934","3,354",242,,,,,,,,,,,,,,,,
הרצלייה,2020,6400,תל אביב,0.0,1960,21,8,98966,99.8,-," 48,241 "," 50,726 ", 860 , 5.7 ," 1,070 ", 12.7 , 1.5 ," 4,304 "," 2,168 "," 2,136 "," 1,166 "," 3,512 "," 1,742 "," 1,770 "," 1,012 ","5,631","2,375",40,679,"12,760","15,552","10,132",3.5,3.5,3.4,"45,920",32.9,"5,978","12,581",3.3,36.9,0.4906,33,561,"14,869",28,84.0,77.5,"11,573",6.3,48.9,7.9,10.1,0.6,10.5,70.1,9.2,7.2,0.6,"42,837",6.8,1.1,2.3,8,8,,,,,,,,"1,346,788",,"1,075,859","344,538",,"270,929","1,322,076",,"218,081","16,369","3,063","304,829","58,612","58,612","104,053",,,,"7,994","4,126",658,,,,,,,,,,,,,,,,
חדרה,2020,6500,חיפה,32.7,1952,21,6,98908,99.0,-," 48,579 "," 50,330 ", 850 , 8.2 , 701 , 23.5 , 1.6 ," 3,080 "," 1,488 "," 1,592 ", 710 ," 2,641 "," 1,354 "," 1,287 ", 672 ,"6,522","2,671",40,"2,656","9,439","11,524","7,492",2.5,2.6,2.5,"48,802",37.1,"4,157","9,713",0.6,41.8,0.4079,51,720,"17,151",27,74.8,62.1,"11,032",-,-,3.6,1.0,0.4,1.0,25.9,3.6,1.0,1.1,"34,437",7.5,1.4,3.5,8,6,,,,,,,,"840,869",,"733,272","242,727",,"107,597","852,714",,"178,905","28,200","7,883","120,554","1,112","1,112","-93,372",,,,"26,849","4,084",622,,,,,,,,,,,,,,,,
חולון,2020,6600,תל אביב,0.0,1950,27,7,197246,99.8,-," 95,383 "," 101,864 ", 864 , 6.0 , -966 , 17.2 , 0.5 ," 4,709 "," 2,356 "," 2,353 "," 1,151 "," 5,947 "," 2,971 "," 2,976 "," 1,382 ","13,545","5,871",41,"3,197","10,046","12,027","8,272",3.2,3.6,2.7,"96,404",34.3,"9,984","10,749",2.5,37.3,0.4100,60,"1,134","29,149",28,78.2,65.4,"15,186",-,-,-,-,-,-,-,-,0.7,-,"88,404",5.6,1.6,3.0,5,9,,,,,,,,"1,698,692",,"1,536,083","579,127",,"162,609","1,655,449",,"385,015","17,714","4,001","191,400","72,034","72,034","106,531",,,,"9,482","5,791","1,073",,,,,,,,,,,,,,,,
חיפה,2020,4000,חיפה,77.5,1877,31,7,283736,88.0,12.0," 136,796 "," 146,941 ", 870 , 4.4 ," -1,836 ", 24.0 , -0.6 ," 7,362 "," 3,717 "," 3,645 "," 2,580 "," 10,438 "," 5,275 "," 5,163 "," 2,740 ","13,843","5,947",40,"9,050","10,798","13,280","8,425",3.0,3.1,2.7,"137,442",37.7,"11,621","11,029",-0.5,42.2,0.4736,127,"1,824","44,061",27,75.4,64.5,"27,053",8.8,64.8,2.1,2.8,-,8.4,58.8,2.1,2.8,-,"115,560",6.1,1.3,2.9,9,6,,,,,,,,"3,494,682",,"2,984,250","758,789",,"510,432","3,441,929",,"315,247","156,003","11,615","458,048",369,369,"1,327",,,,"24,820","10,563","3,601",,,,,,,,,,,,,,,,
טבריה,2020,6700,הצפון,111.9,1877,15,4,45867,98.4,-," 22,980 "," 22,887 ", 920 , 14.2 , 262 , 11.5 , 2.4 ," 1,622 ", 838 , 784 , 571 ," 1,443 ", 736 , 707 , 390 ,"3,598","1,566",39,"2,583","7,508","9,051","6,059",5.7,6.1,5.3,"22,350",44.6,"1,742","8,512",4.4,46.1,0.3980,38,409,"8,822",23,66.5,49.8,"4,287",-,-,-,0.1,-,-,-,0.3,-,-,"13,712",7.3,1.0,2.8,6,3,,,,,,,,"457,842",,"389,318","193,998",,"68,524","443,927",,"70,023","21,637","1,186","54,749",140,"-6,460","-59,287",,,,"3,133","1,882",287,,,,,,,,,,,,,,,,
טייבה,2020,2730,המרכז,20.5,1990,15,3,44585,-,99.9," 22,410 "," 22,176 ", 849 , 13.5 , 21 , 0.1 , 1.4 , 261 , 75 , 186 , 94 , 249 , 109 , 140 , 92 ,"2,726","1,439",37,"1,645","6,533","7,414","5,558",3.6,2.8,5.2,"19,364",51.9,"1,763","8,478",0.1,42.9,0.3726,17,395,"10,557",27,77.6,62.1,"4,807",3.4,40.4,4.7,1.8,0.3,-,-,4.7,1.8,-,"15,485",9.0,0.7,1.6,4,6,,,,,,,,"248,219",,"201,079","125,305",,"47,140","282,434",,"68,451","6,230","1,208","39,528","-41,827","-41,827","-74,664",,,,"12,612","1,469",125,,,,,,,,,,,,,,,,
טירה,2020,2720,המרכז,13.1,1991,15,4,27036,-,99.8," 13,593 "," 13,443 ", 747 , 14.2 , 39 , 0.1 , 1.8 , 172 , 75 , 97 , 66 , 146 , 53 , 93 , 48 ,"1,455",760,36,444,"6,984","7,927","5,965",1.0,0.9,1.1,"11,392",48.8,"1,163","8,721",0.4,38.3,0.3729,16,250,"5,589",25,64.0,50.3,"2,857",1.1,11.8,25.8,3.9,-,0.2,1.9,17.0,2.0,-,"10,559",8.4,0.7,1.5,5,7,,,,,,,,"145,662",,"117,873","72,449",,"27,789","136,726",,"30,082","3,392",503,"18,966",113,"-3,887","-7,911",,,,"1,361","1,007",125,,,,,,,,,,,,,,,,
טירת כרמל,2020,2100,חיפה,69.3,1992,13,5,24296,99.5,-," 11,977 "," 12,319 ", 787 , 11.7 , 907 , 17.0 , 5.1 ," 1,420 ", 712 , 708 , 230 , 543 , 280 , 263 , 123 ,"1,602",674,40,"1,065","9,025","11,038","7,131",5.9,5.7,6.3,"11,760",36.7,750,"8,893",-3.2,43.7,0.3889,9,138,"3,078",24,72.9,57.2,"2,138",0.7,17.5,-,-,0.7,-,-,-,-,-,"8,364",7.2,0.5,1.4,5,5,,,,,,,,"326,861",,"262,403","122,559",,"64,458","324,684",,"45,211","1,315",992,"62,302",21,"-2,479","-3,689",,,,"1,579",927,177,,,,,,,,,,,,,,,,
טמרה,2020,8900,הצפון,96.3,1996,15,3,34877,-,99.9," 17,618 "," 17,260 ", 785 , 13.9 , -37 , -   , 1.4 , 109 , 27 , 82 , 46 , 138 , 45 , 93 , 67 ,"2,023","1,172",36,"1,810","6,122","7,302","4,750",1.6,1.9,2.0,"14,717",54.5,"1,177","9,353",-2.7,35.3,0.3718,21,352,"8,279",26,61.2,48.0,"2,789",-,-,-,-,-,-,-,-,-,-,"12,242",8.8,0.7,1.6,6,4,,,,,,,,"281,080",,"249,732","180,716",,"31,348","279,616",,"48,506","3,995","1,489","28,397","-1,487","-1,487","-16,379",,,,"9,558","1,118",128,,,,,,,,,,,,,,,,
יבנה,2020,2660,המרכז,14.7,1986,15,7,49836,99.9,-," 24,802 "," 25,034 ", 905 , 14.8 ," 1,459 ", 9.7 , 4.7 ," 2,733 "," 1,396 "," 1,337 ", 353 ," 1,300 ", 681 , 619 , 316 ,"2,886","1,188",40,725,"10,497","12,938","8,154",3.4,2.7,4.4,"23,260",32.9,"1,944","11,591",1.7,33.8,0.4150,27,351,"9,059",27,86.4,73.2,"4,330",-,-,-,-,-,-,-,-,-,-,"18,116",7.2,0.8,1.9,4,7,,,,,,,,"664,170",,"405,136","179,219",,"259,034","602,956",,"114,478","3,455","1,467","198,085",265,265,"-19,086",,,,"3,953","1,847",279,,,,,,,,,,,,,,,,
יהוד-מונוסון,2020,9400,המרכז,2.0,1995,15,8,30020,99.9,-," 14,716 "," 15,304 ", 888 , 7.3 , -151 , 5.9 , 0.3 , 901 , 415 , 486 , 199 ," 1,074 ", 544 , 530 , 291 ,"2,011",857,40,286,"11,837","14,365","9,504",2.9,2.5,3.1,"15,374",31.8,"1,645","12,344",0.2,36.3,0.4493,12,220,"6,014",27,85.2,78.6,"2,751",-,-,0.9,-,-,-,-,0.9,-,-,"12,608",6.8,0.4,0.8,3,8,,,,,,,,"282,900",,"227,216","76,232",,"55,684","291,836",,"66,361","12,182","1,498","64,620", -   , -   , -   ,,,,"2,567","1,372",161,,,,,,,,,,,,,,,,
יקנעם עילית,2020,0240,הצפון,65.9,2007,13,7,24091,99.9,-," 11,875 "," 12,216 ", 819 , 9.6 , 50 , 21.0 , 1.2 , 577 , 290 , 287 , 108 , 601 , 303 , 298 , 168 ,"1,319",490,40,476,"11,691","14,694","8,744",2.9,2.8,2.1,"11,956",32.0,699,"11,419",-1.5,36.1,0.4304,8,154,"4,102",27,83.7,70.9,"1,987",0.2,1.2,0.3,0.1,0.2,0.2,1.2,3.3,0.1,0.2,"8,658",6.7,0.4,1.0,7,5,,,,,,,,"311,331",,"224,033","93,921",,"87,298","295,355",,"87,636","7,611","1,525","71,513",191,"-5,809","-20,571",,,,"1,844",870,135,,,,,,,,,,,,,,,,
ירושלים,2020,3000,ירושלים,53.1,1877,31,3,951149,61.4,38.6," 475,543 "," 475,606 "," 1,094 ", 22.2 ," -4,475 ", 7.9 , 1.6 ," 10,954 "," 5,919 "," 5,035 "," 4,847 "," 18,755 "," 9,646 "," 9,109 "," 6,625 ","45,043","25,162",36,"25,656","7,990","8,914","6,935",2.8,3.1,2.4,"331,224",46.2,"27,472","9,619",0.3,46.1,0.4301,736,"8,818","211,489",26,37.9,32.2,"67,955",29.2,421.1,3.1,10.6,3.8,28.2,323.8,3.8,7.2,4.3,"221,919",9.0,0.9,3.1,10,9,,,,,,,,"11,053,384",,"6,742,460","3,314,273",,"4,310,924","10,715,061",,"3,083,576","277,444","9,292","3,976,952","4,351","4,351","-263,058",,,,"31,739","19,141","6,802",,,,,,,,,,,,,,,,
כפר יונה,2020,0168,המרכז,22.5,1940,13,7,26182,100.0,-," 13,019 "," 13,164 ", 834 , 12.0 ," 1,047 ", 9.3 , 5.7 ," 1,754 ", 814 , 940 , 300 , 728 , 360 , 368 , 171 ,"1,555",648,39,276,"11,321","13,971","8,835",2.6,1.8,3.6,"10,873",33.8,"1,231","11,977",4.8,32.7,0.4245,10,179,"4,747",27,79.4,60.9,"2,523",0.3,2.0,-,-,0.2,0.3,2.0,-,-,0.2,"9,462",7.0,0.4,1.0,4,6,,,,,,,,"231,385",,"171,360","91,146",,"60,025","222,292",,"52,262","6,272",463,"50,954",22,22,"-6,065",,,,"1,289","1,218",28,,,,,,,,,,,,,,,,
כפר סבא,2020,6900,המרכז,6.8,1963,21,8,101830,99.8,-," 49,144 "," 52,686 ", 980 , 5.5 , -319 , 11.8 , 0.4 ," 2,903 "," 1,435 "," 1,468 ", 476 ," 3,304 "," 1,670 "," 1,634 ", 802 ,"5,485","2,330",41,705,"12,687","15,615","9,993",1.9,1.5,2.6,"49,314",31.5,"5,513","12,260",-0.4,36.4,0.4602,42,710,"18,731",27,86.4,80.1,"8,925",0.6,4.1,-,3.9,0.4,0.6,4.1,-,0.5,0.4,"39,970",6.9,1.0,2.3,6,8,,,,,,,,"1,004,204",,"884,543","329,054",,"119,661","1,010,330",,"245,406","25,310","1,997","127,185","1,398","1,398",-823,,,,"8,264","4,741",613,,,,,,,,,,,,,,,,
כפר קאסם,2020,0634,המרכז,11.3,1958,13,3,24256,-,99.8," 12,430 "," 11,827 ", 865 , 18.3 , -27 , -   , 1.8 , 94 , 31 , 63 , 36 , 128 , 53 , 75 , 48 ,"1,204",652,36,400,"6,392","7,477","5,129",1.1,0.9,2.1,"10,295",51.4,"1,059","8,339",1.7,37.4,0.3473,12,249,"6,188",27,75.6,52.6,"2,306",-,-,6.2,15.3,-,-,-,3.1,21.4,-,"8,416",8.0,0.4,0.8,5,7,,,,,,,,"211,638",,"185,692","132,736",,"25,946","203,750",,"43,638","3,038",363,"16,222","-1,836","-1,836","-12,601",,,,"5,730",875,74,,,,,,,,,,,,,,,,
כרמיאל,2020,1139,הצפון,111.6,1984,17,6,46122,96.4,-," 22,480 "," 23,642 ", 887 , 4.7 , -400 , 35.2 , -0.3 , 958 , 496 , 462 , 280 ," 1,653 ", 846 , 807 , 572 ,"2,587","1,071",41,"1,579","9,449","11,508","7,431",2.9,3.4,2.3,"24,388",36.3,"1,637","8,967",-1.9,45.3,0.4038,24,331,"7,572",26,82.7,69.2,"4,286",-,-,3.7,2.4,-,-,-,3.8,0.5,-,"15,486",7.0,1.1,2.8,7,4,,,,,,,,"415,450",,"363,179","128,781",,"52,271","411,370",,"65,439","8,624","1,258","48,599",408,"-17,762",590,,,,"3,635","1,832",323,,,,,,,,,,,,,,,,
לוד,2020,7000,המרכז,12.5,1877,19,4,80932,70.2,29.8," 40,263 "," 40,669 "," 1,006 ", 15.5 ," 2,281 ", 19.0 , 4.8 ," 4,624 "," 2,370 "," 2,254 "," 1,121 "," 2,463 "," 1,219 "," 1,244 ", 579 ,"4,919","2,323",40,"3,539","8,088","9,570","6,589",4.2,4.0,4.7,"37,492",39.8,"2,255","9,188",1.7,41.1,0.3654,44,706,"16,352",25,65.9,50.2,"5,859",0.2,1.7,-,-,0.1,0.2,1.7,-,-,0.1,"45,719",4.6,0.7,1.1,4,7,,,,,,,,"756,299",,"602,886","320,653",,"153,413","727,782",,"187,163","3,713","2,823","138,958","14,062","14,062","20,956",,,,"5,464","2,361",488,,,,,,,,,,,,,,,,
מגדל העמק,2020,0874,הצפון,85.2,1988,15,4,25722,100.0,-," 12,775 "," 12,946 ", 916 , 7.9 , -72 , 24.3 , 0.2 , 617 , 320 , 297 , 164 , 812 , 404 , 408 , 271 ,"1,632",672,40,"1,120","8,065","9,859","6,329",3.1,3.3,2.9,"13,679",40.5,729,"8,856",3.4,47.5,0.3785,25,267,"5,621",24,69.8,55.8,"3,070",0.2,1.2,-,-,-,-,-,-,-,-,"7,880",7.6,0.4,1.0,4,5,,,,,,,,"269,273",,"216,281","108,368",,"52,992","256,517",,"62,214","4,696",555,"41,048",812,812,"-19,884",,,,"1,699",884,136,,,,,,,,,,,,,,,,
מודיעין עילית,2020,3797,אזור יהודה והשומרון,27.3,1996,17,1,77967,100.0,-," 39,232 "," 38,735 "," 2,042 ", 40.9 , -758 , 3.7 , 2.1 ," 1,220 ", 698 , 522 , 554 ," 2,021 "," 1,117 ", 904 , 691 ,"2,276",726,33,495,"5,092","5,254","5,016",1.7,-2.1,3.7,"14,467",61.9,"1,173","5,868",-4.0,65.0,0.3894,85,939,"25,753",28,2.5,1.6,"4,031",1.2,26.3,3.0,0.9,1.0,-,-,3.0,0.9,1.0,"4,136",9.5,0.1,2.1,3,6,,,,,,,,"985,263",,"704,785","330,980",,"280,478","950,691",,"189,725","9,126","1,465","248,962","3,056","3,056","1,037",,,,"6,226","4,144",750,,,,,,,,,,,,,,,,
מודיעין-מכבים-רעות,2020,1200,המרכז,24.8,2001,19,9,94657,100.0,-," 46,829 "," 47,829 ", 869 , 8.3 , 643 , 11.1 , 1.5 ," 2,870 "," 1,397 "," 1,473 ", 462 ," 2,377 "," 1,225 "," 1,152 ", 908 ,"4,673","1,926",40,325,"14,092","17,374","10,967",1.2,0.7,2.1,"43,770",30.3,"3,874","13,283",-1.4,33.2,0.4477,42,881,"23,439",28,92.2,82.2,"8,466",-,-,4.5,-,-,-,-,4.5,-,-,"34,462",6.1,0.6,1.5,8,7,,,,,,,,"469,125",,"333,917","225,578",,"135,208","476,683",,"171,478","1,322",613,"142,878",112,112,"5,871",,,,"1,469","1,246",71,,,,,,,,,,,,,,,,
מעלה אדומים,2020,3616,אזור יהודה והשומרון,61.8,1991,15,6,37846,99.8,-," 18,525 "," 19,321 ", 852 , 12.4 , -770 , 14.7 , -0.8 , 629 , 333 , 296 , 186 ," 1,455 ", 745 , 710 , 466 ,"2,437","1,093",39,460,"9,957","11,753","8,321",2.8,3.2,2.2,"20,374",34.6,"1,209","10,435",-2.3,38.5,0.3899,20,369,"8,374",25,88.7,73.1,"3,721",-,-,-,0.2,-,-,-,-,-,-,"12,708",7.2,0.3,0.7,9,5,,,,,,,,"359,588",,"311,329","129,631",,"48,259","357,695",,"129,002","9,294",833,"42,920","-3,446","-3,446","-29,649",,,,"2,777","1,295",140,,,,,,,,,,,,,,,,
מעלות-תרשיחא,2020,1063,הצפון,122.9,1996,13,5,22122,78.0,22.0," 11,047 "," 11,075 ", 801 , 7.5 , 146 , 29.3 , 1.3 , 749 , 361 , 388 , 177 , 626 , 320 , 306 , 186 ,"1,426",654,40,873,"8,775","10,537","6,969",1.7,2.1,1.7,"11,594",37.7,751,"9,574",-2.3,41.5,0.3795,12,187,"4,265",24,75.2,65.3,"1,583",-,-,2.1,0.7,-,-,-,2.1,0.7,-,"7,746",8.0,0.5,1.1,6,3,,,,,,,,"249,344",,"186,045","91,070",,"63,299","237,018",,"36,597","27,312","1,838","46,721","-4,252","-28,307","-28,637",,,,"1,338",848,84,,,,,,,,,,,,,,,,
נהרייה,2020,9100,הצפון,106.1,1961,17,6,59156,97.5,-," 28,757 "," 30,399 ", 843 , 5.3 , 728 , 23.3 , 1.8 ," 2,052 "," 1,025 "," 1,027 ", 508 ," 1,786 ", 910 , 876 , 429 ,"3,884","1,604",40,"2,840","9,912","12,169","7,661",2.6,2.4,2.8,"29,907",36.4,"2,276","10,995",1.9,40.0,0.4117,23,354,"8,807",27,73.3,57.6,"5,403",0.3,1.8,4.5,0.7,-,0.3,1.8,1.4,-,-,"20,234",7.0,1.0,2.6,6,4,,,,,,,,"560,798",,"467,379","181,659",,"93,419","557,903",,"128,975","15,940","2,004","88,876","-1,648","-1,648","-81,869",,,,"4,009","2,430",476,,,,,,,,,,,,,,,,
נוף הגליל,2020,1061,הצפון,86.1,1974,17,5,41937,69.6,30.4," 20,147 "," 21,790 ", 840 , 5.0 , -13 , 33.6 , 0.5 ," 1,537 ", 776 , 761 , 501 ," 1,685 ", 834 , 851 , 403 ,"3,127","1,402",40,"2,733","8,107","9,754","6,539",1.9,2.5,1.1,"22,440",40.8,"1,291","9,346",-1.3,43.8,0.3931,18,187,"3,746",21,73.3,65.5,"3,234",1.9,21.2,-,-,-,1.9,21.2,-,-,-,"14,390",7.4,1.1,2.8,9,5,,,,,,,,"411,620",,"320,394","128,546",,"91,226","401,546",,"70,061","10,346","1,554","81,196",44,"-3,956","-20,534",,,,"3,787","1,639",373,,,,,,,,,,,,,,,,
נס ציונה,2020,7200,המרכז,8.6,1992,15,9,50706,99.9,-," 24,967 "," 25,739 ", 926 , 6.4 , -116 , 6.7 , 0.7 ," 1,081 ", 554 , 527 , 156 ," 1,221 ", 607 , 614 , 340 ,"2,549","1,075",40,464,"13,333","16,416","10,438",0.7,0.6,0.7,"22,094",29.8,"2,207","13,097",0.1,32.3,0.4408,23,397,"10,788",29,87.0,79.0,"4,176",-,-,4.2,1.5,-,-,-,6.1,1.4,-,"18,438",6.6,0.8,2.0,6,8,,,,,,,,"561,147",,"425,761","170,500",,"135,386","535,894",,"153,715",303,"1,088","114,621","4,488","-1,512","7,756",,,,"9,673","2,230",235,,,,,,,,,,,,,,,,
