year,is_treatment,incident_year,incident_type,authority_code,total_in_migration,male_in_migration,female_in_migration,in_migration_age_15_29,total_out_migration,male_out_migration,female_out_migration,out_migration_age_15_29,start_roads_length_km,start_roads_area_sqm,start_water_pipes_km,start_sewage_pipes_km,start_drainage_pipes_km,complete_roads_length_km,complete_roads_area_sqm,complete_water_pipes_km,complete_sewage_pipes_km,complete_drainage_pipes_km,total_expenditures,expenditures_change,operations_expenditures,loan_repayment_expenditures,financing_expenditures,special_budget_expenditures,budget_surplus_deficit,annual_surplus_deficit,cumulative_deficit
2017,1,2017.0,indictment filed,7100,4270.0,2126.0,2144.0,1084.0,3175.0,1616.0,1559.0,922.0,7.1,68.1,5.1,3.5,0.9,4.4,35.2,7.2,6.3,0.9,864204.0,-2.9,249650.0,36076.0,4440.0,148128.0,7.0,-11918.0,-6858.0
1999,1,2013.0,indictment filed,8600,7207.321428571428,3277.0,3463.0,2732.0,7751.0,3766.0,3985.0,2411.0,1.0,8.0,7.6,2.3,1.3,1.2,10.4,7.6,3.3,0.9,631564.0,-3.26610857526027,275560.0,23461.0,4754.0,81313.0,3704.8571428571427,3704.8571428571427,-70347.0
2000,1,2013.0,indictment filed,8600,5924.0,2807.0,3117.0,2395.0,6897.0,3304.0,3593.0,2129.0,0.6,6.5,6.2,1.0,0.7,0.6,6.5,6.2,0.8,0.5,658131.0,3.03197668724102,275788.0,26441.0,4043.0,94612.0,392.0,392.0,-70347.0
2001,1,2013.0,indictment filed,8600,6981.0,3382.0,3599.0,2833.0,8025.0,3987.0,4038.0,2303.0,7.4,59.6,4.7,1.5,1.0,0.8999999999999999,8.45,4.7,2.1,0.9,722237.0,8.54660133602179,160126.0,24951.0,4431.0,116384.0,517.0,517.0,-70347.0
2002,1,2013.0,indictment filed,8600,6452.5,3094.5,3358.0,2614.0,7461.0,3645.5,3815.5,2216.0,4.0,33.05,5.45,1.25,0.85,0.6,6.5,5.45,1.4500000000000002,0.7,690184.0,8.54660133602179,217957.0,26441.0,4237.0,105498.0,454.5,454.5,-70347.0
2003,1,2013.0,indictment filed,8600,5536.0,2635.0,2901.0,2012.0,6297.0,3115.0,3182.0,1755.0,21.4,267.5,4.0,0.2,0.4,19.3,208.5,4.0,0.2,0.9,782391.0,-1.58757296971072,189399.0,33453.0,4394.0,114812.0,-13815.0,-13815.0,-70347.0
2004,1,2013.0,indictment filed,8600,7872.0,3903.0,3969.0,2976.0,7926.0,3915.0,4011.0,2283.0,8.4,97.5,4.0,0.2,0.4,19.3,208.5,4.0,0.8,0.9,756144.0,-2.96658283498069,180981.0,36265.0,1016.0,87507.0,471.0,471.0,-67976.0
2005,1,2013.0,indictment filed,8600,6945.0,3446.0,3499.0,2479.0,6906.0,3413.0,3493.0,1986.0,6.3,68.8,1.0,0.2,0.4,9.3,110.3,0.9,0.2,0.9,786782.0,2.72051314628654,191499.0,38807.0,981.0,101688.0,538.0,538.0,-66438.0
2006,1,2013.0,indictment filed,8600,7360.0,3659.0,3701.0,2609.0,7095.0,3504.0,3591.0,1941.0,6.9,64.3,1.4,0.2,0.4,6.9,64.3,1.3,0.5,0.9,771463.0,-0.4,186240.0,37536.0,998.5,94597.5,504.5,504.5,-66438.0
2007,1,2013.0,indictment filed,8600,6942.0,3468.0,3474.0,2375.0,7803.0,3843.0,3960.0,2015.0,10.4,79.7,1.4,0.2,0.4,10.8,88.4,1.3,0.2,0.9,895789.0,11.3,236914.0,43511.0,3707.0,126649.0,4322.0,4322.0,-30457.0
2008,1,2013.0,indictment filed,8600,7692.0,3864.0,3828.0,2518.0,7951.0,3936.0,4015.0,1952.0,4.755,79.071,4.93,0.2,0.4,4.515,76.671,5.304,0.2,0.9,895789.0,7.4,236914.0,43511.0,3707.0,126649.0,12.0,12.0,-30457.0
2009,1,2013.0,indictment filed,8600,8674.0,4333.0,4341.0,3042.0,8367.0,4185.0,4182.0,2164.0,3.8,25.2,0.3,3.8,0.4,0.3,2.4,2.4,25.2,0.9,1036770.0,-0.2,281594.0,50204.0,3888.0,163084.0,1211.0,1211.0,-29234.0
2010,1,2013.0,indictment filed,8600,7463.0,3723.0,3740.0,2361.0,8219.0,4020.0,4199.0,2052.0,5.9,60.8,2.6,3.8,0.4,3.4,21.8,2.2,25.2,0.9,1085186.0,1.9,298372.0,52228.0,3347.0,162229.0,517.0,517.0,-28717.0
2011,1,2013.0,indictment filed,8600,7385.0,3715.0,3670.0,2432.0,7700.0,3857.0,3843.0,1837.0,2.9,26.2,4.2,3.8,0.4,1.7,16.9,4.3,25.2,0.9,1099263.0,-2.1,300103.0,45668.0,3162.0,151637.0,32440.0,32440.0,3723.0
2012,1,2013.0,indictment filed,8600,7610.0,3863.0,3747.0,2376.0,8528.0,4241.0,4287.0,1900.0,1.9,12.3,1.3,3.8,0.4,1.9,12.3,0.7,25.2,0.9,1158187.0,3.7,311433.0,46362.0,3416.0,171162.0,21854.0,21854.0,25577.0
2013,1,2013.0,indictment filed,8600,8066.0,4060.0,4006.0,2537.0,8621.0,4287.0,4334.0,1917.0,6.9,57.1,2.6,1.7,0.4,6.9,57.1,3.2,1.7,0.4,1324349.0,12.5,303382.0,46706.0,3146.0,332477.0,2450.0,2450.0,28027.0
2014,1,2013.0,indictment filed,2650,1742.0,858.0,884.0,271.0,1859.0,894.0,965.0,446.0,2.2,61.6,1.4,0.8,0.3,1.7,17.0,1.7,0.8,0.3,465489.0,-5.1,97817.0,12005.0,2107.0,95729.0,1106.0,1106.0,-6327.0
2015,1,2013.0,indictment filed,2650,1755.0,889.0,866.0,275.0,1902.0,935.0,967.0,466.0,0.59,13.75,3.799,1.172,0.3,0.07,0.49,3.799,1.172,0.3,458854.0,-0.8,97146.0,12491.0,2159.0,81339.0,-5158.0,-5158.0,-11485.0
2016,1,2013.0,indictment filed,2650,1669.0,835.0,834.0,303.0,1876.0,958.0,918.0,485.0,1.395,37.675,1.6,0.5,0.3,0.885,8.745,1.6,0.5,0.3,455166.0,-0.3,94885.0,11102.0,2190.0,69795.0,1018.0,1018.0,-10467.0
2017,1,2013.0,indictment filed,2650,2241.0,1116.0,1125.0,339.0,1713.0,870.0,843.0,439.0,0.3,2.0,1.3,1.6,0.1,0.3,2.0,1.3,1.6,0.3,418618.0,-0.3,101458.0,10586.0,2317.0,99915.0,174.0,174.0,-10293.0
2018,1,2013.0,indictment filed,2650,1987.0,976.0,1011.0,340.0,1619.0,814.0,805.0,421.0,2.789,22.238,4.145,0.25,0.1,2.789,22.238,4.145,0.25,0.3,506830.0,-0.3,112820.0,9156.0,2343.0,64391.0,507.0,0.507,-9.786
2019,1,2013.0,indictment filed,2650,1784.0,875.0,909.0,290.0,1702.0,852.0,850.0,462.0,0.17,1.19,1.644,1.472,0.1,0.17,1.19,1.644,1.472,0.3,570235.0,-0.3,114973.0,9700.0,2326.0,112642.0,94.0,0.094,-9.692
2020,1,2013.0,indictment filed,2650,1574.0,798.0,776.0,255.0,1668.0,854.0,814.0,473.0,7.961,284.681,4.722,7.66,0.875,3.129,15.219,4.722,7.66,0.875,609939.0,-0.3,105780.0,13928.0,2007.0,124468.0,86.0,-13.214,-9.606
2021,1,2013.0,indictment filed,2650,1780.0,890.0,890.0,277.0,1773.0,899.0,874.0,468.0,2.9,25.86,2.75,5.149,0.875,0.8,5.96,2.29,5.149,0.875,588604.0,-0.3,109497.0,13603.0,2251.0,101462.0,571.0,0.571,-9.035
2022,1,2013.0,indictment filed,2650,1710.0,846.0,863.0,276.0,1780.0,886.0,894.0,470.0,5.4305,155.2705,3.7359999999999998,6.4045,0.875,3.15,40.36,4.956,2.972,5.75,701908.0,-0.3,120125.0,12911.0,2364.0,201937.0,141.0,0.141,-8.894
2013,1,2012.0,indictment filed,3000,10527.0,5407.0,5120.0,4753.0,17927.0,9346.0,8581.0,7205.0,8.9,136.1,22.6,12.9,0.9,5.1,77.5,33.5,14.4,0.6,5630747.0,6.7,1547001.0,233822.0,17007.0,1306994.0,-5903.0,-5903.0,-271020.0
2014,1,2012.0,indictment filed,3000,10351.0,5355.0,4996.0,4393.0,17091.0,8803.0,8287.0,6421.0,2.8,41.3,3.9,5.8,0.9,18.2,267.6,3.8,19.1,2.0,6036958.0,6.8,1703879.0,231366.0,17723.0,1473194.0,-481.0,-481.0,-271501.0
2015,1,2012.0,indictment filed,3000,10275.0,5368.0,4907.0,4449.0,18126.0,9477.0,8649.0,6975.0,0.935,7.34,6.839,12.861,0.406,2.965,86.3675,5.135,16.412,0.406,6170032.0,2.8,1847245.0,229606.0,17437.0,1356283.0,4655.0,4655.0,-266846.0
2016,1,2012.0,indictment filed,3000,9702.0,5049.0,4653.0,4042.0,17654.0,9182.0,8472.0,6500.0,3.4,32.0,0.1,10.3,0.7,4.1,92.5,4.467500000000001,13.8,1.203,6332995.0,3.2,1954645.0,217598.0,16816.0,1388149.0,224.0,224.0,-272622.0
2017,1,2012.0,indictment filed,3000,11090.0,5821.0,5269.0,4570.0,17098.0,8940.0,8158.0,6089.0,9.2,139.6,0.0,5.4,0.4,8.0,106.9,5.135,9.1,1.1,5576436.0,3.2,2312586.0,220732.0,8057.0,1784245.0,0.0,0.0,-272622.0
2018,1,2012.0,indictment filed,3000,12761.0,6863.0,5898.0,5861.0,18809.0,9688.0,9121.0,6611.0,13.427,136.213,0.04999999999999982,5.26,0.015,18.475,227.822,5.135,20.186,0.042,8290870.0,3.2,2844786.0,245828.0,13842.0,2243760.0,4858.0,4.858,-267.764
2019,1,2012.0,indictment filed,3000,11857.0,6241.0,5616.0,5307.0,20097.0,10446.0,9651.0,7284.0,14.49,221.84,0.002,3.37,0.068,14.327,233.059,5.135,11.293,0.068,9143505.0,3.2,2948070.0,248672.0,11202.0,2732718.0,355.0,0.355,-267.409
2020,1,2012.0,indictment filed,3000,10954.0,5919.0,5035.0,4847.0,18755.0,9646.0,9109.0,6625.0,29.218,421.1036,3.09,10.61,3.822,28.208,323.829,3.842,7.178,4.29,10715061.0,3.2,3083576.0,277444.0,9292.0,3976952.0,4351.0,4.351,-263.058
2021,1,2012.0,indictment filed,3000,11933.0,6347.0,5586.0,5565.0,22712.0,11740.0,10971.0,7970.0,27.114,279.699,14.914,21.252,1.945,51.45,641.97,70.997,34.135,0.282,10906311.0,3.2,3360936.0,316338.0,8457.0,3794018.0,411.0,0.411,-262.647
2022,1,2012.0,indictment filed,3000,12172.0,6457.0,5715.0,5227.0,27682.0,14086.0,13596.0,8836.0,28.166,350.40129999999994,9.002,15.931,3.822,26.705,398.64,40.174,25.422,2.286,11616422.0,3.2,3778815.0,331302.0,19839.0,4011464.0,246.0,0.246,-262.401
2014,1,2013.0,indictment filed,6200,4060.0,2079.0,1981.0,1095.0,5834.0,2833.0,3001.0,1290.0,2.0,15.52,7.7,0.5,0.34,2.0,15.52,6.9,0.5,0.7,827251.0,-13.1,151974.0,30117.0,3177.0,71074.0,1090.0,1090.0,-91562.0
2015,1,2013.0,indictment filed,6200,4028.0,2090.0,1938.0,995.0,5703.0,2810.0,2893.0,1284.0,2.0,15.52,7.7,0.5,0.34,2.0,15.52,0.807,0.5,0.7,858359.0,4.4,151757.0,29509.0,3095.0,84692.0,-7613.0,-30613.0,-99175.0
2016,1,2013.0,indictment filed,6200,3852.0,1983.0,1869.0,983.0,5823.0,2922.0,2901.0,1215.0,1.9,17.9,4.7,0.5,0.34,1.9,17.9,4.7,0.5,0.7,941772.0,10.3,154786.0,29638.0,2643.0,137197.0,839.0,839.0,-91336.0
2017,1,2013.0,indictment filed,6200,3723.0,1962.0,1761.0,863.0,5836.0,2970.0,2866.0,1297.0,3.2,27.7,4.0,0.5,0.34,3.2,27.7,2.4,0.5,0.7,847011.0,10.3,161220.0,29091.0,3704.0,114462.0,126.0,126.0,-91210.0
2018,1,2013.0,indictment filed,6200,4003.0,2122.0,1881.0,893.0,6172.0,3022.0,3150.0,1342.0,3.757,29.456,3.087,2.28,0.34,3.757,29.456,3.087,0.93,0.7,988580.0,10.3,173922.0,30138.0,2986.0,112114.0,-4836.0,-4.836,-96.046
2019,1,2013.0,indictment filed,6200,3783.0,2004.0,1779.0,973.0,5802.0,2851.0,2951.0,1261.0,3.002,21.654,3.5435000000000003,0.6,0.34,2.272,17.275,2.7435000000000005,1.95,0.7,986822.0,10.3,171560.0,27273.0,2938.0,96996.0,-27985.0,-27.985,-110.031
2020,1,2013.0,indictment filed,6200,3199.0,1648.0,1551.0,816.0,5347.0,2609.0,2738.0,1110.0,1.81,10.5,8.505,1.44,0.34,1.81,10.5,0.758,1.44,0.34,1045831.0,10.3,173945.0,25778.0,2377.0,105456.0,-31605.0,-31.605,-127.636
2021,1,2013.0,indictment filed,6200,3810.0,1975.0,1835.0,946.0,6324.0,3079.0,3245.0,1285.0,7.299,99.399,12.078,4.515,0.309,6.999,96.399,14.781,2.495,0.309,1113744.0,10.3,182073.0,22667.0,2668.0,152176.0,-16380.0,-16.38,-95.035
2022,1,2013.0,indictment filed,6200,4856.0,2406.0,2450.0,1093.0,6539.0,3200.0,3339.0,1387.0,4.554500000000001,54.9495,10.2915,4.515,0.3245,2.14461,35.04433,9.769,6.295,0.33,1174032.0,10.3,205405.0,20096.0,3022.0,187595.0,50.0,0.05,-92.285
2011,1,2010.0,indictment filed,6700,1203.0,596.0,607.0,399.0,1401.0,696.0,705.0,447.0,1.5,21.0,1.5,1.1,,1.5,21.0,1.5,0.25,,327436.0,-3.0,66796.0,11991.0,3489.0,42436.0,-36525.0,-36525.0,-128371.0
2012,1,2010.0,indictment filed,6700,1170.0,586.0,584.0,424.0,1564.0,803.0,761.0,524.0,1.5,21.0,1.5,1.1,,1.5,21.0,1.5,0.25,,307936.0,-7.5,61683.0,12399.0,3307.0,36751.0,-31012.0,-31012.0,-147587.0
2012,1,2011.0,indictment filed,6700,1170.0,586.0,584.0,424.0,1564.0,803.0,761.0,524.0,1.5,21.0,1.5,1.1,,1.5,21.0,1.5,0.25,,307936.0,-7.5,61683.0,12399.0,3307.0,36751.0,-31012.0,-31012.0,-147587.0
2013,1,2010.0,indictment filed,6700,1173.0,594.0,579.0,357.0,1511.0,751.0,760.0,527.0,1.5,21.0,2.8,1.1,,1.5,21.0,1.5,0.25,,350116.0,11.9,62787.0,14672.0,2474.0,74804.0,-11097.0,-11097.0,-116184.0
2013,1,2011.0,indictment filed,6700,1173.0,594.0,579.0,357.0,1511.0,751.0,760.0,527.0,1.5,21.0,2.8,1.1,,1.5,21.0,1.5,0.25,,350116.0,11.9,62787.0,14672.0,2474.0,74804.0,-11097.0,-11097.0,-116184.0
2014,1,2010.0,indictment filed,6700,1047.0,536.0,511.0,349.0,1476.0,737.0,739.0,437.0,1.5,21.0,2.0,1.1,,1.5,21.0,2.5,0.25,,363247.0,3.3,64896.0,19750.0,1985.0,73073.0,-3295.0,-3295.0,-80179.0
2014,1,2011.0,indictment filed,6700,1047.0,536.0,511.0,349.0,1476.0,737.0,739.0,437.0,1.5,21.0,2.0,1.1,,1.5,21.0,2.5,0.25,,363247.0,3.3,64896.0,19750.0,1985.0,73073.0,-3295.0,-3295.0,-80179.0
2015,1,2010.0,indictment filed,6700,1331.0,695.0,636.0,483.0,1567.0,812.0,755.0,485.0,1.5,21.0,0.3,0.4,,1.5,21.0,0.97,0.25,,419364.0,16.1,81936.0,22406.0,1645.0,85531.0,-34880.0,-34880.0,-76859.0
2015,1,2011.0,indictment filed,6700,1331.0,695.0,636.0,483.0,1567.0,812.0,755.0,485.0,1.5,21.0,0.3,0.4,,1.5,21.0,0.97,0.25,,419364.0,16.1,81936.0,22406.0,1645.0,85531.0,-34880.0,-34880.0,-76859.0
2016,1,2010.0,indictment filed,6700,1237.0,648.0,589.0,457.0,1605.0,860.0,745.0,441.0,2.1,16.5,4.9,3.5,,1.2,9.8,4.3,3.7,,372410.0,-10.8,85542.0,24490.0,1488.0,35403.0,-26564.0,-26564.0,-102243.0
2016,1,2011.0,indictment filed,6700,1237.0,648.0,589.0,457.0,1605.0,860.0,745.0,441.0,2.1,16.5,4.9,3.5,,1.2,9.8,4.3,3.7,,372410.0,-10.8,85542.0,24490.0,1488.0,35403.0,-26564.0,-26564.0,-102243.0
2017,1,2010.0,indictment filed,6700,1246.0,679.0,567.0,457.0,1491.0,758.0,733.0,419.0,19.3,132.0,3.8,2.2,,2.8,37.0,3.8,2.2,,350358.0,-10.8,83169.0,22871.0,1670.0,44219.0,-3932.0,-3932.0,-98175.0
2017,1,2011.0,indictment filed,6700,1246.0,679.0,567.0,457.0,1491.0,758.0,733.0,419.0,19.3,132.0,3.8,2.2,,2.8,37.0,3.8,2.2,,350358.0,-10.8,83169.0,22871.0,1670.0,44219.0,-3932.0,-3932.0,-98175.0
2018,1,2010.0,indictment filed,6700,1574.0,821.0,753.0,588.0,1576.0,833.0,743.0,452.0,1.35,10.725,6.25,4.368,,1.35,10.725,3.25,0.468,,515724.0,-10.8,80951.0,22223.0,1775.0,99670.0,-11248.0,-54.407,-89.993
2018,1,2011.0,indictment filed,6700,1574.0,821.0,753.0,588.0,1576.0,833.0,743.0,452.0,1.35,10.725,6.25,4.368,,1.35,10.725,3.25,0.468,,515724.0,-10.8,80951.0,22223.0,1775.0,99670.0,-11248.0,-54.407,-89.993
2019,1,2010.0,indictment filed,6700,1481.0,770.0,711.0,505.0,1649.0,823.0,826.0,484.0,1.35,10.725,3.073,0.265,,1.35,10.725,8.654,7.098,,373978.0,-10.8,79385.0,17266.0,1524.0,25676.0,-2937.0,-2.937,-88.545
2019,1,2011.0,indictment filed,6700,1481.0,770.0,711.0,505.0,1649.0,823.0,826.0,484.0,1.35,10.725,3.073,0.265,,1.35,10.725,8.654,7.098,,373978.0,-10.8,79385.0,17266.0,1524.0,25676.0,-2937.0,-2.937,-88.545
2020,1,2010.0,indictment filed,6700,1622.0,838.0,784.0,571.0,1443.0,736.0,707.0,390.0,1.35,10.725,3.073,0.051,,1.35,10.725,0.3,7.098,,443927.0,-10.8,70023.0,21637.0,1186.0,54749.0,140.0,-6.46,-59.287
2020,1,2011.0,indictment filed,6700,1622.0,838.0,784.0,571.0,1443.0,736.0,707.0,390.0,1.35,10.725,3.073,0.051,,1.35,10.725,0.3,7.098,,443927.0,-10.8,70023.0,21637.0,1186.0,54749.0,140.0,-6.46,-59.287
2021,1,2010.0,indictment filed,6700,1788.0,919.0,869.0,631.0,1567.0,825.0,742.0,403.0,1.2,6.1,25.103,24.745,,1.35,10.725,24.616,29.178,,470351.0,-10.8,83883.0,25025.0,1082.0,60657.0,176.0,0.176,-26.266
2021,1,2011.0,indictment filed,6700,1788.0,919.0,869.0,631.0,1567.0,825.0,742.0,403.0,1.2,6.1,25.103,24.745,,1.35,10.725,24.616,29.178,,470351.0,-10.8,83883.0,25025.0,1082.0,60657.0,176.0,0.176,-26.266
2022,1,2010.0,indictment filed,6700,2014.0,1011.0,1003.0,700.0,2066.0,973.0,1093.0,502.0,1.2,6.1,25.103,24.745,,1.35,10.725,13.863,33.795,,487938.0,-10.8,101307.0,17199.0,238.0,84020.0,144.0,0.144,-17.72
2022,1,2011.0,indictment filed,6700,2014.0,1011.0,1003.0,700.0,2066.0,973.0,1093.0,502.0,1.2,6.1,25.103,24.745,,1.35,10.725,13.863,33.795,,487938.0,-10.8,101307.0,17199.0,238.0,84020.0,144.0,0.144,-17.72
2019,1,2018.0,indictment filed,6900,3208.0,1555.0,1653.0,538.0,3384.0,1625.0,1759.0,812.0,0.58,4.06,,1.63,0.1,0.58,4.06,,1.63,0.1,1008520.0,,272254.0,22928.0,2268.0,150132.0,1245.0,1.245,-2.221
2020,1,2018.0,indictment filed,6900,2903.0,1435.0,1468.0,476.0,3304.0,1670.0,1634.0,802.0,0.58,4.06,,3.9,0.41,0.58,4.06,,0.5,0.41,1010330.0,,245406.0,25310.0,1997.0,127185.0,1398.0,1.398,-0.823
2021,1,2018.0,indictment filed,6900,2992.0,1516.0,1476.0,500.0,3796.0,1912.0,1884.0,848.0,0.58,4.06,,10.87,0.255,0.58,4.06,,5.72,0.255,1006763.0,,267622.0,27381.0,2100.0,100025.0,17408.0,17.408,16.585
2022,1,2018.0,indictment filed,6900,2781.0,1374.0,1407.0,467.0,3473.0,1769.0,1704.0,768.0,0.58,4.06,,7.385,0.41,0.58,4.06,,10.27,0.41,1101008.0,,305541.0,31264.0,2584.0,114899.0,3431.0,3.431,20.016
2007,1,2006.0,indictment filed,7000,2093.0,1011.0,1082.0,657.0,2941.0,1466.0,1475.0,865.0,0.2,1.4,1.5,0.9,0.8,0.4,2.9,1.5,0.9,0.8,368044.0,12.9,92830.0,13449.0,2715.0,53266.0,-9214.0,-9214.0,-153420.0
2008,1,2006.0,indictment filed,7000,2445.0,1213.0,1232.0,679.0,3056.0,1487.0,1569.0,895.0,0.2,1.4,0.04,2.75,0.8,0.625,5.0,1.64,0.9,0.8,368044.0,-0.3,92830.0,13449.0,2715.0,53266.0,-9214.0,-9214.0,-153420.0
2009,1,2006.0,indictment filed,7000,2222.0,1098.0,1124.0,738.0,2933.0,1462.0,1471.0,829.0,2.0,25.0,0.77,2.1,0.8,0.5125,3.95,1.5699999999999998,25.7,0.8,417474.0,5.4,74724.0,14386.0,2778.0,84585.0,1790.0,1790.0,-73430.0
2010,1,2006.0,indictment filed,7000,2030.0,974.0,1056.0,656.0,2951.0,1473.0,1478.0,776.0,2.0,25.0,0.04,2.425,0.8,0.6,5.0,1.64,2.8,0.8,366532.0,-14.5,82330.0,13971.0,2009.0,41649.0,3650.0,3650.0,-57691.0
2011,1,2006.0,indictment filed,7000,1913.0,934.0,979.0,619.0,2752.0,1342.0,1410.0,745.0,2.0,25.0,0.04,2.1,0.8,0.6,5.0,1.64,14.25,0.8,389281.0,2.6,78702.0,13251.0,2011.0,61806.0,10720.0,3308.0,-18828.0
2012,1,2006.0,indictment filed,7000,1941.0,1015.0,926.0,617.0,2694.0,1340.0,1354.0,727.0,1.8,25.2,4.3,2.1,0.8,0.5,8.1,4.3,2.8,0.8,411412.0,4.0,84626.0,12933.0,2157.0,75609.0,20125.0,20125.0,3347.0
2013,1,2006.0,indictment filed,7000,2181.0,1110.0,1071.0,679.0,2956.0,1424.0,1532.0,808.0,2.1,16.6,1.5,2.1,0.1,0.6,8.8,1.5,2.8,0.8,415768.0,-0.5,101025.0,12588.0,2556.0,71372.0,18572.0,18572.0,21919.0
2014,1,2006.0,indictment filed,7000,1772.0,858.0,914.0,565.0,2597.0,1273.0,1324.0,698.0,1.9500000000000002,20.9,1.0,0.9,0.45,0.8,8.3,1.0,0.9,0.1,446250.0,6.9,116062.0,11432.0,2287.0,82796.0,28441.0,28441.0,40360.0
2015,1,2006.0,indictment filed,7000,1689.0,796.0,893.0,538.0,2446.0,1181.0,1265.0,624.0,1.515,12.7,1.67,1.981,0.1,1.515,12.6996,1.905,1.981,0.1,466044.0,5.1,113746.0,10463.0,2421.0,97010.0,22488.0,22488.0,49309.0
2016,1,2006.0,indictment filed,7000,1701.0,848.0,853.0,520.0,2412.0,1209.0,1203.0,634.0,2.4,14.4,2.6,1.9,0.1,2.4,14.4,1.0,0.7,0.1,497722.0,7.3,121524.0,9688.0,2547.0,102077.0,8406.0,8406.0,22415.0
2017,1,2006.0,indictment filed,7000,1937.0,948.0,989.0,601.0,2407.0,1186.0,1221.0,604.0,0.2,2.0,7.3,2.0,0.1,1.2,10.7,4.0,0.5,2.3,434468.0,7.3,135097.0,6531.0,2625.0,131234.0,27597.0,27597.0,43197.0
2018,1,2006.0,indictment filed,7000,2184.0,1080.0,1104.0,614.0,2457.0,1226.0,1231.0,590.0,0.36,2.16,2.0,0.8,0.04,0.395,2.38015,1.34,0.1,0.04,625628.0,7.3,153290.0,4848.0,2776.0,155993.0,28520.0,28.52,40.687
2019,1,2006.0,indictment filed,7000,2363.0,1181.0,1182.0,673.0,2323.0,1147.0,1176.0,577.0,2.42,14.15,0.5,1.3999999999999997,0.04,2.42,14.15,1.4,2.9,1.17,690129.0,7.3,171493.0,3863.0,2758.0,160418.0,16358.0,16.358,18.013
2020,1,2006.0,indictment filed,7000,4624.0,2370.0,2254.0,1121.0,2463.0,1219.0,1244.0,579.0,0.239,1.72,1.25,0.8,0.115,0.239,1.72,1.37,1.5,0.115,727782.0,7.3,187163.0,3713.0,2823.0,138958.0,14062.0,14.062,20.956
2021,1,2006.0,indictment filed,7000,2914.0,1462.0,1452.0,935.0,2786.0,1404.0,1382.0,633.0,1.3295,7.9350000000000005,9.979,8.348,0.319,2.1,16.598,5.888,2.2,0.319,959049.32,7.3,203266.64,11418.0,3166.0,352084.0,1734.44,1.73444,16.217
2022,1,2006.0,indictment filed,7000,3961.0,1928.0,2033.0,1294.0,2859.0,1383.0,1476.0,661.0,0.239,1.72,9.979,8.348,0.217,1.1695000000000002,9.159000000000002,7.639,16.157,0.182,735527.79182,7.3,215614.0,15699.0,3778.0,105846.0,1913.26087,1.91326087,17.598260869999997
2018,1,2017.0,indictment filed,7100,4156.0,2110.0,2046.0,1057.0,3601.0,1812.0,1789.0,1027.0,9.592,133.645,7.805,10.177,5.128,14.252,176.7784,10.31,7.212,5.983,1066310.0,,303123.0,25399.0,3689.0,182199.0,5.0,0.005,-6.853
2019,1,2017.0,indictment filed,7100,4543.0,2252.0,2291.0,1164.0,3658.0,1898.0,1760.0,1036.0,45.905,585.101,83.4,50.094,14.415,18.135,213.201,4.295,21.325,0.26,1184033.0,,341318.0,23015.0,3937.0,217316.0,32.0,-21.477,-6.821
2020,1,2017.0,indictment filed,7100,3844.0,1932.0,1912.0,1041.0,3404.0,1695.0,1709.0,883.0,24.037,319.719,24.81,10.02,1.0,69.26,990.315,33.59,50.094,13.495,1202056.0,,335544.0,20458.0,3825.0,201387.0,17.0,0.017,-6.804
2021,1,2017.0,indictment filed,7100,4421.0,2149.0,2272.0,1085.0,3716.0,1837.0,1879.0,1005.0,14.876,232.4375,10.335,8.685,12.12,34.234,475.006,10.965,5.005,29.912,1282318.0,,406407.0,22551.0,4189.0,201785.0,14.0,0.014,-6.79
2022,1,2017.0,indictment filed,7100,5316.0,2637.0,2679.0,1142.0,4648.0,2334.0,2314.0,1171.0,19.4565,276.07824999999997,17.572499999999998,9.352500000000003,6.559999999999999,26.51207,389.14158,33.256,15.445,12.12,1537806.0,,476286.0,23088.0,4253.0,340934.0,11.0,0.011,-6.779
2014,1,2013.0,indictment filed,8600,7886.0,3903.0,3983.0,2469.0,8130.0,4126.0,4004.0,1881.0,6.9,129.3,1.8,5.4,0.7,7.5,133.8,1.8,5.4,0.7,1300645.0,-2.2,332850.0,47046.0,3416.0,250432.0,268.0,268.0,25795.0
2015,1,2013.0,indictment filed,8600,8007.0,4037.0,3970.0,2452.0,7971.0,3980.0,3991.0,1828.0,5.965,51.858,4.338,6.832,1.323,5.965,51.858,4.338,6.832,1.323,1312120.0,1.5,353034.0,47574.0,3440.0,208141.0,472.0,472.0,10202.0
2016,1,2013.0,indictment filed,8600,7994.0,3976.0,4018.0,2450.0,8240.0,4220.0,4020.0,1727.0,4.7,40.5,2.8,3.3,0.7,4.7,40.5,2.8,0.5,0.7,1402864.0,7.5,371085.0,49284.0,3667.0,250030.0,2529.0,2529.0,12731.0
2017,1,2013.0,indictment filed,8600,9180.0,4645.0,4535.0,2633.0,8308.0,4176.0,4132.0,1694.0,1.7,15.8,1.8,0.7,0.7,1.7,15.8,1.8,2.0,0.7,1222955.0,7.5,398061.0,48261.0,3548.0,235794.0,516.0,516.0,7247.0
2018,1,2013.0,indictment filed,8600,9293.0,4748.0,4545.0,2878.0,8495.0,4260.0,4235.0,1795.0,3.2,32.99,4.677,3.091,0.315,3.2,32.991,4.677,3.091,0.315,1711216.0,7.5,434131.0,48944.0,3720.0,320400.0,957.0,0.957,1.204
